title,details_url,start_date,end_date,start_time,end_time,venue_text,category,host,location,address,nor_url,si_url,results_url,other_docs,description,contact,organiser,sas_event_id,external_host,external_event_id,is_past
TP52 Event Two,https://www.sailing.org.za/events/56694,2020-03-30,2020-04-06,08:00:00,15:30:00,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,Duncan Road,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000","Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,,,,For more information please contact sailing@rcyc.co.za&nbsp;,sailing@rcyc.co.za,,56694,,,True
Certificate of Listing (2022),https://www.sailing.org.za/events/137846,2020-04-01,2022-12-31,00:00:00,23:45:00,"9 Serrurier Street, Monte Vista, 7460",,9 Serrurier Street,"9 Serrurier Street, Monte Vista, 7460","9 Serrurier Street, Monte Vista, 7460",,,,,This link has now expired.,info@sailing.org.za,,137846,,,True
Apply: Skipper&#039;s Ticket (SA Sailing Exams/ICC&#039;s/CASA Conversions or Replacement/Lost) 2022,https://www.sailing.org.za/events/137847,2020-04-01,2022-12-31,00:00:00,23:45:00,"9 Serrurier Street, Monte Vista, 7460",,9 Serrurier Street,"9 Serrurier Street, Monte Vista, 7460","9 Serrurier Street, Monte Vista, 7460",,,,,"Details Apply: Skipper&#039;s Ticket (SA Sailing Exams/ICC&#039;s/CASA Conversions or Replacement/Lost) 2022 Wed 01 Apr 2020 00:00 - Sat 31 Dec 2022 23:45 South African Sailing, 9 Serrurier Street, Monte Vista, 7460 South African Sailing - Certificate of Competence Course information Registrations for this course are closed. T",info@sailing.org.za,,137847,,,True
SA Sailing Athlete Status Confirmation,https://www.sailing.org.za/events/68683,2020-04-01,2022-03-31,00:00:00,23:45:00,South African Sailing,,,,,,,,,In order to Return to Sailing regulations require SA Sailing to obtain a declartion of fitness from SA Sailing members whom are authorised to return to sailing and ensure that contact tracing is provided for in line with the requirements laid out by Government.,info@sailing.org.za,,68683,,,True
SA Sailing WC Dinghy Championships 2020,https://www.revolutionise.com.au/hermanus/events/60046,2020-04-10,2020-04-13,09:00,17:30,[Marked to delete] Hermanus Yacht Club ·,,,,,,,,,,,,,revolutionise,60046,True
Inter-varsity Team Sailing Regatta,https://www.sailing.org.za/events/50554,2020-04-17,2020-04-18,09:00:00,17:00:00,Midmar Dam Howick 3290,,Midmar Dam Howick 3290,Midmar Dam Howick 3290,Midmar Dam Howick 3290,,,,,Event information Registrations for this event are closed. To catch up on all the news and photos check out our dedicated Team Sailing League website and Facebook page . &nbsp; Hope to see you at the next event! &copy; 2026 South African Sailing,info@sailing.org.za,,50554,,,True
SASWC Interschools Regatta,https://www.sailing.org.za/events/44412,2020-04-18,2020-04-19,08:00:00,15:00:00,1 Promenade Rd Muizenberg  Cape Town,,1 Promenade Rd Muizenberg Cape Town,1 Promenade Rd Muizenberg  Cape Town,1 Promenade Rd Muizenberg  Cape Town,,,,,SASWC Interschools Regatta,info@sailing.org.za,,44412,,,True
SASKZN Grandslam - ZYC,https://www.sailing.org.za/events/44592,2020-05-01,2020-05-03,08:00:00,15:00:00,"1 Commodore Close, Zululand Yacht Club, Meerensee, Richards Bay, 3901",,1 Commodore Close,"1 Commodore Close, Zululand Yacht Club, Meerensee, Richards Bay, 3901","1 Commodore Close, Zululand Yacht Club, Meerensee, Richards Bay, 3901",,,,,All class dinghy regatta,info@sailing.org.za,,44592,,,True
KZN Team Sailing Social,https://www.sailing.org.za/events/50380,2020-05-09,2020-05-09,10:00:00,10:00:00,Midmar Dam Howick 3290,,Midmar Dam Howick 3290,Midmar Dam Howick 3290,Midmar Dam Howick 3290,,,,,Event information Registrations for this event are closed. To catch up on all the news and photos check out our dedicated Team Sailing League website and Facebook page . &nbsp; Hope to see you at the next event! &copy; 2026 South African Sailing,info@sailing.org.za,,50380,,,True
KZN Team Sailing League,https://www.sailing.org.za/events/50389,2020-05-10,2020-05-10,09:00:00,09:00:00,Midmar Dam Howick 3290,,Midmar Dam Howick 3290,Midmar Dam Howick 3290,Midmar Dam Howick 3290,,,,,Event information Registrations for this event are closed. To catch up on all the news and photos check out our dedicated Team Sailing League website and Facebook page . &nbsp; Hope to see you at the next event! &copy; 2026 South African Sailing,info@sailing.org.za,,50389,,,True
SASKZN Inter varsity Team Sailing,https://www.sailing.org.za/events/44605,2020-05-18,2020-05-19,08:00:00,15:00:00,Midmar Dam Howick 3290,,Midmar Dam Howick 3290,Midmar Dam Howick 3290,Midmar Dam Howick 3290,,,,,Inter-varsity Team sailing,info@sailing.org.za,,44605,,,True
Growing Sailing Series | Retaining Sailors,https://www.sailing.org.za/events/66707,2020-06-11,2020-06-11,18:00:00,18:00:00,Zoom Meeting ID: 817 9547 5136,,,,,,,,,Thank you for joining us,info@sailing.org.za,,66707,,,True
SASKZN Grandslam - Durban,https://www.sailing.org.za/events/44606,2020-06-13,2020-06-14,08:00:00,15:00:00,"Yacht Mole Durban, Harbour, Durban, 4001",,Yacht Mole Durban,"Yacht Mole Durban, Harbour, Durban, 4001","Yacht Mole Durban, Harbour, Durban, 4001",,,,,All class dinghy regatta,info@sailing.org.za,,44606,,,True
Growing Sailing Series | Pathways,https://www.sailing.org.za/events/67771,2020-06-25,2020-06-25,18:00:00,18:00:00,Zoom Meeting ID: 817 9547 5136,,,,,,,,,Thank you for joining us,info@sailing.org.za,,67771,,,True
Expression of interest 2020-2021 Youth Worlds Selection,https://www.sailing.org.za/events/66093,2020-06-30,2020-06-30,00:00:00,00:00:00,South African Sailing,,,,,,,,,"Event information Registrations for this event are closed. The event will take place in the Haige , Netherlands in June 2021 ( http://www.worldsailingywc.org/home.php ) and will be sailed in the classes listed below This list is subject to change if, and only if, World Sailing announces a different list of equipment for the Youth Worlds: Boy&#39;s One Person Dinghy - Laser Radial Girl&#39;s One Person Dinghy - Laser Radial Boy&#39;s Two Person Dinghy - 420 Girl&#39;s Two Person Dinghy - 420 Boy&#39;s Board - RS:X with 8.5m2 sail and 60cm fin Girl&#39;s Board - RS:X with 8.5m2 sail and 60cm fin Boys Skiff - 29er <span style=""line-hei",info@sailing.org.za,,66093,,,True
Expression of interest 2022 Youth Worlds Selection,https://www.sailing.org.za/events/108626,2020-07-01,2022-01-31,00:00:00,23:45:00,South African Sailing,,,,,,,,,"Event information Registrations for this event are closed. The event will take place in the Haige , Netherlands in June 2021 ( http://www.worldsailingywc.org/home.php ) and will be sailed in the classes listed below This list is subject to change if, and only if, World Sailing announces a different list of equipment for the Youth Worlds: Male One Person Dinghy &ndash; ILCA 6 Female One Person Dinghy &ndash; ILCA 6 Male/Mixed Two Person Dinghy - 420 Female Two Person Dinghy - 420 Male Windsurfer &ndash; Bic Techno 293+ <span style=""line-height",info@sailing.org.za,,108626,,,True
Regatta and Race Management Course,https://www.sailing.org.za/events/68659,2020-07-09,2020-07-30,18:00:00,23:00:00,South African Sailing,,,,,,,,,"Details Regatta and Race Management Course Thu 09 Jul 2020 18:00 - Thu 30 Jul 2020 23:00 South African Sailing, 9 Serrurier Street, Monte Vista, 7460 South African Sailing - RO-Lv0:Assistant Race Officer Course information Registrations for this course are closed. Workshop Overview The Regatta and Race Management Workshops are aimed at all levels volunteers who want to become involved in the Race Official pathway. This workshop covers every aspect of Regatta and Race management from event planning through to prize gi",info@sailing.org.za,,68659,,,True
Growing Sailing Series | Women in Sailing,https://www.sailing.org.za/events/69147,2020-07-16,2020-07-16,18:00:00,18:00:00,Zoom Meeting ID: 817 9547 5136,,,,,,,,,Thank you for joining us,info@sailing.org.za,,69147,,,True
Growing Sailing Series | Para Sailing,https://www.sailing.org.za/events/69148,2020-08-13,2020-08-13,18:00:00,18:00:00,Zoom Meeting ID: 896 6585 8918,,,,,,,,,Thank you for joining us,info@sailing.org.za,,69148,,,True
SA Sailing National AGM,https://www.sailing.org.za/events/70864,2020-08-22,2020-08-22,13:00:00,13:00:00,Zoom Meeting ID%3A 817 9547 5136,,Zoom Meeting ID%3A 817 9547 5136,Zoom Meeting ID%3A 817 9547 5136,Zoom Meeting ID%3A 817 9547 5136,,,,,"Event information This event has passed. Dear Commodore and Class Chairman &nbsp; Attached are the Presidents and Standing Committee reports as well as the agenda for the SA Sailing National AGM scheduled to take place on Saturday 22nd August 2020. Join Zoom Meeting https://us02web.zoom.us/j/81795475136?pwd=anBxaUFQSHdteUxSYk9Kd09KK0FGUT09 Meeting ID: 817 9547 5136 Passcode: 897547 &nbsp; Regards Wendy Adams Files for download SA Sailing AGM Agenda <a class=""py-2 d-bl",info@sailing.org.za,,70864,,,True
Southern Charter Class #1,https://www.sailing.org.za/events/44258,2020-09-05,2020-09-06,08:00:00,15:00:00,Governors Walk Zeekoevlei  Cape Town,,Governors Walk Zeekoevlei Cape Town,Governors Walk Zeekoevlei  Cape Town,Governors Walk Zeekoevlei  Cape Town,,,,,All Class Dinghy Grandslam,info@sailing.org.za,,44258,,,True
SA Sailing Instructor Course-Keelboat -I-K RCYCSA0920,https://www.sailing.org.za/events/75172,2020-09-24,2020-09-27,08:00:00,16:30:00,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,Duncan Road,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000","Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,,,,"Details SA Sailing Instructor Course-Keelboat -I-K RCYCSA0920 Thu 24 Sep 2020 08:00 - Sun 27 Sep 2020 16:30 Royal Cape Yacht Club, Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000 South African Sailing - Instructors Course - Keelboat Course information <div class=""alert alert-sec",info@sailing.org.za,,75172,,,True
SA Sailing Instructor Course-Keelboat Bolt-on- I-KB RCYCSA0920,https://www.sailing.org.za/events/58344,2020-09-24,2020-09-27,08:00:00,16:30:00,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,Duncan Road,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000","Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,,,,"Details SA Sailing Instructor Course-Keelboat Bolt-on- I-KB RCYCSA0920 Thu 24 Sep 2020 08:00 - Sun 27 Sep 2020 16:30 Royal Cape Yacht Club, Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000 South African Sailing - Instructors Course - Keelboat Endorsement Course information <div c",info@sailing.org.za,,58344,,,True
SA Sailing Instructors Refresher Course,https://www.sailing.org.za/events/75164,2020-09-24,2020-09-27,08:00:00,16:00:00,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,Duncan Road,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000","Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,,,,"Details SA Sailing Instructors Refresher Course Thu 24 Sep 2020 08:00 - Sun 27 Sep 2020 16:00 Royal Cape Yacht Club, Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000 South African Sailing - Instructors Course Refresher Course information Registr",info@sailing.org.za,,75164,,,True
FBYC Spring Regatta,https://www.sailing.org.za/events/44413,2020-09-24,2020-09-27,08:00:00,15:00:00,King George Way Simon%27s Town 7975 Cape Town,,King George Way Simon%27s Town 7975 Cape Town,King George Way Simon%27s Town 7975 Cape Town,King George Way Simon%27s Town 7975 Cape Town,,,,,All class keelboat regatta,info@sailing.org.za,,44413,,,True
420 Nationals 2020,https://www.sailing.org.za/events/76344,2020-09-24,2020-09-27,08:00:00,15:00:00,1 Grey Ave Bloubergstrand  Cape Town,,1 Grey Ave Bloubergstrand Cape Town,1 Grey Ave Bloubergstrand  Cape Town,1 Grey Ave Bloubergstrand  Cape Town,,,,https://cdn.revolutionise.com.au/cups/sas/files/cn6aqwgmyackvu2o.pdf | https://cdn.revolutionise.com.au/cups/sas/files/tsyoxezkcjje7tu8.pdf | https://cdn.revolutionise.com.au/cups/sas/files/2nn4zqcuzxihpjap.pdf,Event information This event has passed. https://cdn.revolutionise.com.au/cups/sas/files/c7tqeqaxyn7xebeq.jpg - Results https://cdn.revolutionise.com.au/cups/sas/files/cn6aqwgmyackvu2o.pdf - Race Officers Report https://cdn.revolutionise.com.au/cups/sas/files/tsyoxezkcjje7tu8.pdf - Event closure Report https://cdn.revolutionise.com.au/cups/sas/files/2nn4zqcuzxihpjap.pdf - Event Closure Report page 2 Files for download 2020 420 Nationals NoR 2020 420 Nationals SI <footer clas,info@sailing.org.za,,76344,,,True
Safety Boat Operators Course SBZVYC1020,https://www.sailing.org.za/events/56170,2020-10-17,2020-10-18,08:00:00,16:00:00,Governors Walk Zeekoevlei  Cape Town,,Governors Walk Zeekoevlei Cape Town,Governors Walk Zeekoevlei  Cape Town,Governors Walk Zeekoevlei  Cape Town,,,,,"Details Safety Boat Operators Course SBZVYC1020 Sat 17 Oct 2020 08:00 - Sun 18 Oct 2020 16:00 Zeekoevlei Yacht Club Sailing Centre, Governors Walk Zeekoevlei Cape Town South African Sailing - Safety Boat Operators Course Course information Registrations for this course",info@sailing.org.za,,56170,,,True
Tour De Vlei,https://www.sailing.org.za/events/44414,2020-10-17,2020-10-18,08:00:00,15:00:00,Vogelvlei Yacht Club,,Vogelvlei Yacht Club,Vogelvlei Yacht Club,Vogelvlei Yacht Club,,,,,All class dinghy regatta,info@sailing.org.za,,44414,,,True
SASKZN Grandslam - Durban,https://www.sailing.org.za/events/77884,2020-10-17,2020-10-18,08:00:00,15:00:00,"3 Maritime Pl, Harbour, Durban, 4001",,3 Maritime Pl,"3 Maritime Pl, Harbour, Durban, 4001","3 Maritime Pl, Harbour, Durban, 4001",,,,,"Event information Registrations for this event are closed. Click here to view results click here to see photos from the event Files for download Notice of Race SEM-07-2020-Sailing-Instructions SASKZN Grand Slam Durban. Oct 2020. Clearance_for_Sailing[197670] <div class=""cs-w",info@sailing.org.za,,77884,,,True
Sailing Management Webinar,https://www.sailing.org.za/events/78700,2020-10-21,2020-10-21,19:00:00,19:00:00,South African Sailing,,,,,,,,https://cdn.revolutionise.com.au/cups/sas/files/b3etqyzhgur1mdkc.pdf,Watch this webinar in your own time by following this link.,info@sailing.org.za,,78700,,,True
2020 Formula One Class Nationals,https://www.sailing.org.za/events/78258,2020-10-23,2020-10-25,08:00:00,16:00:00,Handel St Deneysville 1932,,Handel St Deneysville 1932,Handel St Deneysville 1932,Handel St Deneysville 1932,,,,https://cdn.revolutionise.com.au/cups/sas/files/xewywqb41hniqumg.pdf | https://cdn.revolutionise.com.au/cups/sas/files/bvzh2myluo0huknn.pdf | https://cdn.revolutionise.com.au/cups/sas/files/hszxqllkqe0ao3qa.pdf,"Event information This event has passed. Regatta Results Event Closure Form Bridge Officers Report Files for download FI Notice of Race 2020 (1) Sailing Instructions-F1 NATIONALS-2020 (2)_JRS(2) <img src=""h",info@sailing.org.za,,78258,,,True
2020 WC Optimist Class Championships,https://www.revolutionise.com.au/optimistca/events/75789,2020-10-24,2020-10-25,12:00:00,16:00:00,Saldanha Bay Yacht Club,,Saldanha Bay Yacht Club,Saldanha Bay Yacht Club,Saldanha Bay Yacht Club,,,,,This event is open to Optimists sailors who are members of the Optimist Class association. If you have not registered with us before please follow the registration link.,Optimistclasssa@gmail.com,,,revolutionise,75789,True
Optimist Sailing SA - 2020 WC Optimist Class Championships,https://www.sailing.org.za/events/76459,2020-10-24,2020-10-25,12:00:00,16:00:00,"8a Saldanha Rd, Saldanha Harbour, Saldanha, 7395",,8a Saldanha Rd,"8a Saldanha Rd, Saldanha Harbour, Saldanha, 7395","8a Saldanha Rd, Saldanha Harbour, Saldanha, 7395",,,https://cdn.revolutionise.com.au/cups/sas/files/g0ivkm0xmctfsaor.pdf,,"Event information This event has passed. Results &copy; 2026 South African Sailing 9 Serrurier Street, Monte Vista, 7460 <a class=""cs-widget-link"" href=""mailto:info@sa",info@sailing.org.za,,76459,,,True
2020 Dolphin Class Nationals &amp; Finn TIger Cup,https://www.sailing.org.za/events/78259,2020-10-24,2020-10-25,08:00:00,16:00:00,Rietvlei Dam Sailing Club Nellmapius Drive  Rietvalleirand,,Rietvlei Dam Sailing Club Nellmapius Drive Rietvalleirand,Rietvlei Dam Sailing Club Nellmapius Drive  Rietvalleirand,Rietvlei Dam Sailing Club Nellmapius Drive  Rietvalleirand,,,https://cdn.revolutionise.com.au/cups/sas/files/pw9wbhcjl3iwzvbt.jpg,,"Event information This event has passed. Results Event Closure Report Files for download 2020 NOR Dolphin Nationals and Finn 2020 Challenge 2020 SI Dolphin Nationals and Finn 2020 Challenge <img src=""https://cdn.revolutionise.com.au/logos/pcw9nfpuxyorn5rd.png"" alt=""South",info@sailing.org.za,,78259,,,True
2020 North West Championships,https://www.sailing.org.za/events/66757,2020-10-24,2020-10-25,09:00:00,16:00:00,Boskop Dam R501 Buffelsvlei,,Boskop Dam R501 Buffelsvlei,Boskop Dam R501 Buffelsvlei,Boskop Dam R501 Buffelsvlei,,,,,North West Regional championships&nbsp;,info@sailing.org.za,s.,66757,,,True
SA Sailing Instructor Course Dinghy- ISSW-1020-D,https://www.sailing.org.za/events/76759,2020-10-26,2020-10-29,09:00:00,17:30:00,"Lake Rd, Wilderness, 6560",,Lake Rd,"Lake Rd, Wilderness, 6560","Lake Rd, Wilderness, 6560",,,,,"Details SA Sailing Instructor Course Dinghy- ISSW-1020-D Mon 26 Oct 2020 09:00 - Thu 29 Oct 2020 17:30 SuperSail Wilderness, Lake Rd, Wilderness, 6560 South African Sailing - Instructors Course - Dinghy &amp; Multihull Course information Registrations for this course are clos",info@sailing.org.za,,76759,,,True
J22 Class Association South Africa - 2020 J22 Class National Championships,https://www.sailing.org.za/events/78031,2020-11-06,2020-11-08,08:00:00,16:00:00,Handel St Deneysville 1932,,Handel St Deneysville 1932,Handel St Deneysville 1932,Handel St Deneysville 1932,,https://cdn.revolutionise.com.au/cups/sas/files/9zsivohqnhdc2ivh.pdf,,,"Event information This event has passed. Event Closure Report Results Files for download SAJ22 Class Association 2020 Nationals SI (4) (002)_JRS revSN J22 Class 2020 National Championships NOR_(3) (002)_JRS rev SN <img src=""https://cdn.revolutionise.com.au/logos/pcw9nfpuxyorn5rd.png""",info@sailing.org.za,,78031,,,True
Introduction to Sailwave Scoring Software,https://www.sailing.org.za/events/80194,2020-11-14,2020-11-14,08:30:00,08:30:00,"3 Maritime Pl, Harbour, Durban, 4001",,3 Maritime Pl,"3 Maritime Pl, Harbour, Durban, 4001","3 Maritime Pl, Harbour, Durban, 4001",,,,,"SA Sailing KZN Race management is conducting a Sailwave Scoring workshop at Point Yacht Club.&nbsp;We are inviting&nbsp;Sailors and&nbsp;Club Representatives to attend our free Workshop to develop&nbsp;and&nbsp;grow&nbsp;their knowledge&nbsp;of race scoring&nbsp;results,&nbsp;both on handicap and scratch basis.",info@sailing.org.za,,80194,,,True
ANOCA ONLINE AFRICA ATHLETES FORUM: 17 NOVEMBER 2020,https://www.sailing.org.za/events/81608,2020-11-17,2020-11-17,15:00:00,15:00:00,ANOCA Online Forum,,ANOCA Online Forum,ANOCA Online Forum,ANOCA Online Forum,,,,,Please see attached invite linked below to join the African Athletes forum discussion taking place on the 17 November,info@sailing.org.za,,81608,,,True
Westcoast Offshore Regatta,https://www.sailing.org.za/events/44416,2020-11-21,2020-11-23,08:00:00,15:00:00,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,Duncan Road,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000","Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,,,,All class keelboat regatta,info@sailing.org.za,,44416,,,True
SA Sailing KZN Laser and Halcat Regional Championships 2020,https://www.hmyc.org.za/events/79354,2020-11-21,2020-11-22,09:30:00,16:30:00,Henley Midmar Yacht Club,,Henley Midmar Yacht Club,Henley Midmar Yacht Club,Henley Midmar Yacht Club,,,,,Results for the event can be viewed here,hmyc@iuncapped.co.za,,,www_hmyc_org_za,79354,True
Henley Midmar Yacht Club - SA Sailing KZN Laser and Halcat Regional Championships 2020,https://www.sailing.org.za/events/79502,2020-11-21,2020-11-22,09:30:00,16:30:00,Midmar Dam Howick 3290,,Midmar Dam Howick 3290,Midmar Dam Howick 3290,Midmar Dam Howick 3290,,,,,This event is hosted by Henley Midmar Yacht Club.,info@sailing.org.za,,79502,,,True
Community Online talks: A Webinar on the,https://www.sailing.org.za/events/80198,2020-11-26,2020-11-26,19:00:00,19:00:00,"9 Serrurier Street, Monte Vista, 7460",,9 Serrurier Street,"9 Serrurier Street, Monte Vista, 7460","9 Serrurier Street, Monte Vista, 7460",,,,,"The Racing Rules of Sailing are updated every four years, and the new rules come into effect on 1 January 2021.",info@sailing.org.za,,80198,,,True
NR -Safety Boat Operators Course SBSSA1120,https://www.sailing.org.za/events/58339,2020-11-28,2020-11-29,09:00:00,16:30:00,Sailing SA Training Centre,,Sailing SA Training Centre,Sailing SA Training Centre,Sailing SA Training Centre,,,,,Details NR -Safety Boat Operators Course SBSSA1120 Sat 28 Nov 2020 09:00 - Sun 29 Nov 2020 16:30 Sailing SA Training Centre South African Sailing - Safety Boat Operators Course Course information Registrations for this course are closed.,info@sailing.org.za,,58339,,,True
NR -SA Sailing Instructor Course - ISSA0220-D,https://www.sailing.org.za/events/81022,2020-11-30,2020-12-03,09:00:00,17:30:00,Sailing SA Training Centre,,Sailing SA Training Centre,Sailing SA Training Centre,Sailing SA Training Centre,,,,,Details NR -SA Sailing Instructor Course - ISSA0220-D Mon 30 Nov 2020 09:00 - Thu 03 Dec 2020 17:30 Sailing SA Training Centre South African Sailing - Instructors Course - Dinghy &amp; Multihull Course information Registrations for this course are closed.,info@sailing.org.za,,81022,,,True
KZN-Safety Boat Operators Course SBMSS1220,https://www.sailing.org.za/events/81021,2020-12-05,2020-12-06,08:00:00,16:00:00,"Midmar Dam, Howick",,Midmar Dam,"Midmar Dam, Howick","Midmar Dam, Howick",,,,,"Details KZN-Safety Boat Operators Course SBMSS1220 Sat 05 Dec 2020 08:00 - Sun 06 Dec 2020 16:00 Midlands Sailing School, Midmar Dam, Howick South African Sailing - Safety Boat Operators Course Course information Registrations for this course are closed.",info@sailing.org.za,,81021,,,True
Southern Charter Classic # 2,https://www.sailing.org.za/events/44259,2020-12-05,2020-12-06,08:00:00,15:00:00,Theewater Sports Club,,Theewater Sports Club,Theewater Sports Club,Theewater Sports Club,,,,,All Class Dinghy Grandslam,info@sailing.org.za,,44259,,,True
Extra Class Nationals,https://www.sailing.org.za/events/83074,2020-12-11,2020-12-13,08:00:00,15:00:00,Governors Walk Zeekoevlei  Cape Town,,Governors Walk Zeekoevlei Cape Town,Governors Walk Zeekoevlei  Cape Town,Governors Walk Zeekoevlei  Cape Town,,,,https://cdn.revolutionise.com.au/cups/sas/files/fwtw7giqmyyvkh5i.pdf | https://cdn.revolutionise.com.au/cups/sas/files/6m1fwrltzikpnbev.pdf,"Event information This event has passed. Extra Nationals Results Event Closure Form Files for download Extra Nationals 2020 SI (002)_JRSv(1) Extra Nationals 2020 NOR (002)_JRSv(1) <img src=""https://cdn.revolutionise.com.au/logos/pcw9nfpuxyorn5rd.png"" alt=""South African Sa",info@sailing.org.za,,83074,,,True
2020 Lipton Challenge,https://www.sailing.org.za/events/68045,2020-12-16,2020-12-20,08:00:00,15:00:00,"8a Saldanha Rd, Saldanha Harbour, Saldanha, 7395",,8a Saldanha Rd,"8a Saldanha Rd, Saldanha Harbour, Saldanha, 7395","8a Saldanha Rd, Saldanha Harbour, Saldanha, 7395",,,,,2020 Lipton Challenge,info@sailing.org.za,,68045,,,True
2020 South African Laser Class National Championships,https://www.laser.org.za/events/80678,2020-12-17,2020-12-20,08:00:00,17:00:00,"Stilbaai Yacht Club, Vaal Dam, Gauteng Organising Auth","National Championshipâ€™s"" /> <link rel=""ap",Stilbaai Yacht Club,"Stilbaai Yacht Club, Vaal Dam, Gauteng Organising Auth",,,,,,"Event information Registrations for this event are not currently available. 2020 South African Laser Class National Championships Laser Full Rig, Laser Radial and Laser 4,7 Class National Championships. Incorporating the Laser Masters, Laser Youth and the Woman&rsquo;s Category National Championship&rsquo;s Dates :&nbsp; 17 th December-20 th December 2020 Venue : &nbsp;Stilbaai Yacht Club, Vaal Dam, Gauteng Organising Authori",akeen.home@gmail.com,,,laser_org_za,80678,True
Laser Association of South Africa - 2020 South African Laser Class National Championships,https://www.sailing.org.za/events/80680,2020-12-17,2020-12-20,08:00:00,17:00:00,Stillbaai Yacht Club,,,,,,,https://cdn.revolutionise.com.au/cups/sas/files/vlejkkh0zoca2pwx.pdf,,"Event information This event has passed. Race Officers Report Results Files for download 2020 Laser Class Nationals SI_JRS (2) 2020 Laser Class Nationls NOR Rev 2.doc <img src=""https://cdn.revolutionise.com.au/logos/pcw9nfpuxyorn5rd.png"" alt=""South African Sailing logo""",info@sailing.org.za,,80680,,,True
Hobie 16 Nationals,https://www.sailing.org.za/events/80938,2020-12-17,2020-12-20,08:00:00,15:00:00,Plettenberg Bay,,Plettenberg Bay,Plettenberg Bay,Plettenberg Bay,,,,https://cdn.revolutionise.com.au/cups/sas/files/mnb3i2wukrqnswjl.pdf | https://cdn.revolutionise.com.au/cups/sas/files/kl8erfsmoojc9mth.pdf,"Event information This event has passed. Hobie 16 Nationals Results Event Closure Report RO Report &nbsp; Files for download 4- NOR - COVID-19 5- SI - COVID-19 <img src=""https://cdn.revolutionise.c",info@sailing.org.za,,80938,,,True
St Helena Race Start,https://www.sailing.org.za/events/44417,2020-12-26,2020-12-26,08:00:00,08:00:00,King George Way Simon%27s Town 7975 Cape Town,,King George Way Simon%27s Town 7975 Cape Town,King George Way Simon%27s Town 7975 Cape Town,King George Way Simon%27s Town 7975 Cape Town,,,,,All class keelboat regatta,info@sailing.org.za,,44417,,,True
Dabchick Nationals,https://www.sailing.org.za/events/83169,2020-12-30,2021-01-03,08:00:00,15:00:00,Lake Rd Wilderness 6560 Western Cape,,Lake Rd Wilderness 6560 Western Cape,Lake Rd Wilderness 6560 Western Cape,Lake Rd Wilderness 6560 Western Cape,,,,https://cdn.revolutionise.com.au/cups/sas/files/hh7zuwqyigzyzet3.pdf,"Event information This event has passed. Dabchick Nationals Results RO Report Event Closure Report Files for download GLYC_NYR2020SI (1) 2020 GLYC_NYR_Dabchick_NoR (1) <img src=""https://cdn.revolutionise.",info@sailing.org.za,,83169,,,True
Flying 15 Nationals,https://www.sailing.org.za/events/83073,2020-12-31,2020-12-31,00:00:00,00:00:00,"3 Maritime Pl, Harbour, Durban, 4001",,3 Maritime Pl,"3 Maritime Pl, Harbour, Durban, 4001","3 Maritime Pl, Harbour, Durban, 4001",,,,,Event information Registrations for this event are closed. Flying 15 Nationals Files for download FF NOR 2020 final FF SI 2020 final_JRS(1) <di,info@sailing.org.za,,83073,,,True
Application for Renewal of Instructor / Coach Accreditation(s),https://www.sailing.org.za/events/83709,2021-01-01,2025-10-28,09:00:00,09:00:00,South African Sailing,,,,,,,,,If you are seeing this we are experiencing a technical issue. Kindly advise the training department info@sailing.org.za so we can resolve it.,info@sailing.org.za,,83709,,,True
Application: Day Skipper Sailing with School Examination,https://www.sailing.org.za/events/80775,2021-01-01,2021-04-15,00:00:00,00:00:00,"9 Serrurier Street, Monte Vista, 7460",,9 Serrurier Street,"9 Serrurier Street, Monte Vista, 7460","9 Serrurier Street, Monte Vista, 7460",,,,,This link has now expired please click from the list below the new link to make application: -,info@sailing.org.za,,80775,,,True
2020 Optimist Class National championships,https://www.revolutionise.com.au/optimistca/events/82501,2021-01-04,2021-01-08,10:00:00,16:00:00,Zululand Yacht Club,,Zululand Yacht Club,Zululand Yacht Club,Zululand Yacht Club,,,,,This event is open to Optimist&nbsp;sailors who are members of the Optimist Class association.,Optimistclasssa@gmail.com,,,revolutionise,82501,True
